boundary_length_mm,closed_loop_count,constraints_orthogonal_ratio,constraints_parallel,constraints_perpendicular,convex_hull_area_mm2,entity_count,graph_connected_components,graph_cycle_count,graph_diameter,graph_max_degree,has_arcs_entity_count,has_arcs_ratio,has_mounting_flap,head_rotation_count,largest_zone_entity_count,max_bulge_any,max_point_count,max_tac_rad,max_zone_spacing_mm,mean_area_mm2,mean_avg_segment_mm,mean_bulge_all,mean_curvature_index,mean_length_mm,mean_point_count,mean_tac_rad,min_feature_width_mm,min_length_mm,num_holes,open_path_count,p50_length_mm,p95_length_mm,panel_fits_stock,panel_is_orthogonal,panel_yield_percent,semantic_zone_count,solidity,std_area_mm2,std_avg_segment_mm,std_curvature_index,std_length_mm,std_tac_rad,tac_per_meter,total_area_mm2,total_direction_changes,total_length_mm,total_sharp_corners,total_tac_rad,total_vertices,unified_area_mm2,v_slot_double_pass_length_mm,v_slot_entity_count,v_slot_single_pass_length_mm,vibrate_cutter_length_mm,zone_lengths_mean
13560.0,4,0.165,15,0,3370320.0,14,1,2,14,12,0,0.0,0,12,4,0.0,8,0.0,608.0,1674000.0,468.01,0.0,0.0,2822.63,6.57,0.0,0.0,361.01,0,10,1800.5,6780.0,1,0,95.3,2,0.9934,0.01,319.37,0.0,2550.8,0.0,0.0,6695999.98,0,39516.76,0,0.0,92,3348000.0,52009.6,12,25956.8,13560.0,1639.3
