boundary_length_mm,closed_loop_count,constraints_orthogonal_ratio,constraints_parallel,constraints_perpendicular,convex_hull_area_mm2,entity_count,graph_connected_components,graph_cycle_count,graph_diameter,graph_max_degree,has_arcs_entity_count,has_arcs_ratio,has_mounting_flap,head_rotation_count,largest_zone_entity_count,max_bulge_any,max_point_count,max_tac_rad,max_zone_spacing_mm,mean_area_mm2,mean_avg_segment_mm,mean_bulge_all,mean_curvature_index,mean_length_mm,mean_point_count,mean_tac_rad,min_feature_width_mm,min_length_mm,num_holes,open_path_count,p50_length_mm,p95_length_mm,panel_fits_stock,panel_is_orthogonal,panel_yield_percent,semantic_zone_count,solidity,std_area_mm2,std_avg_segment_mm,std_curvature_index,std_length_mm,std_tac_rad,tac_per_meter,total_area_mm2,total_direction_changes,total_length_mm,total_sharp_corners,total_tac_rad,total_vertices,unified_area_mm2,v_slot_double_pass_length_mm,v_slot_entity_count,v_slot_single_pass_length_mm,vibrate_cutter_length_mm,zone_lengths_mean
7890.5,4,0.6,10453,10220,3173375.33,675,1,1,675,674,0,0.0,0,257,3,0.0,178,1.4699,600.0,1020679.77,66.63,0.0,0.04,92.05,6.9,0.84,0.0,7.0,0,671,23.53,325.05,1,0,92.8,2,0.9649,1442017.33,204.24,0.03,347.86,0.67,9.089555,3062039.3,0,62137.08,0,564.7984,4656,3062039.3,88079.6,257,43011.8,19125.3,1822.6
